"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget","Director","FB_likes","YoutubeViews"
"10224","Bounce: Behind the Velvet Rope","/movies/?id=bouncebehindthevelvetrope.htm",8779,"Artistic License","September","Documentary",71,"Unrated",NA,NA,NA,2437
"10225","Evil Remains","/movies/?id=evilremains.htm",8747,"Screen Media","October","Unknown",88,"R",NA,NA,NA,1086
"10226","Elite Squad","/movies/?id=elitesquad.htm",8744,"IFC","September","Foreign",115,"R",NA,"Jose Padilha",NA,613858
"10227","Only When I Dance","/movies/?id=onlywhenidance.htm",8738,"Film Movement","July","Documentary",78,"Unrated",NA,NA,NA,104639
"10228","Fanny","/movies/?id=fanny.htm",8735,"Kino Lorber","July","Foreign",102,"Unrated",NA,NA,NA,6345637
"10229","How I Ended This Summer","/movies/?id=howiendedthissummer.htm",8733,"Film Movement","February","Foreign",124,"Unrated",NA,NA,NA,99590
"10230","Closing Escrow","/movies/?id=closingescrow.htm",8719,"Magnolia","August","Comedy",93,"PG",NA,NA,NA,1580
"10231","The Man in the White Suit (2012 re-release)","/movies/?id=maninthewhitesuit2012.htm",8718,"Rialto","November","Comedy",85,"Unrated",NA,NA,NA,8970
"10232","I'm Glad My Mother is Alive","/movies/?id=imgladmymotherisalive.htm",8705,"Strand","September","Foreign",90,"Unrated",NA,NA,NA,21567
"10233","Man on a Mission","/movies/?id=manonamission.htm",8688,"First Run","January","Documentary",83,"Unrated",NA,NA,NA,137880
"10234","Without the King","/movies/?id=withouttheking.htm",8663,"First Run","April","Documentary",83,"Unrated",NA,NA,NA,48440
"10235","Amexicano","/movies/?id=amexicano.htm",8655,"Maya Entertainment","September","Drama",84,"PG-13",NA,NA,NA,13455
"10236","Small, Beautiful Moving Parts","/movies/?id=smallmovingparts.htm",8631,"Long Shot Factory","May","Comedy",NA,"Unrated",NA,NA,NA,217621
"10237","A Good Day to Be Black and Sexy","/movies/?id=gooddaytobeblackandsexy.htm",8629,"Magnolia","December","Comedy / Drama",92,"R",NA,NA,NA,679
"10238","Drama/Mex","/movies/?id=dramamex.htm",8628,"IFC","July","Foreign",92,"Unrated",NA,NA,NA,10272
"10239","Comet","/movies/?id=comet.htm",8623,"IFC","December","Comedy / Drama",107,"R",NA,NA,NA,1102620
"10240","Mosquita y Mari","/movies/?id=mosquitaymari.htm",8614,"The Film Collaborative","August","Drama",85,"Unrated",NA,NA,NA,122891
"10241","Meet Me in Montenegro","/movies/?id=meetmeinmontenegro.htm",8612,"The Orchard","July","Comedy / Drama",90,"Unknown",NA,NA,NA,54189
"10242","General Education","/movies/?id=generaleducation.htm",8601,"Pelican House","August","Comedy",94,"PG-13",NA,NA,NA,165941
"10243","Farewell to Hollywood","/movies/?id=farewelltohollywood.htm",8601,"International Film Circuit","February","Documentary",102,"Unrated",NA,NA,NA,6582
"10244","Kaena: The Prophecy","/movies/?id=kaena.htm",8593,"IDP","June","Animation",81,"PG-13",NA,NA,NA,10364
"10245","G.I. Jesus","/movies/?id=gijesus.htm",8593,"Cineville","January","Drama",100,"R",NA,NA,NA,9047
"10246","Pinocchio (Italian version)","/movies/?id=pinocchio03.htm",8586,"Miramax","February","Unknown",108,"Unrated",NA,NA,NA,229360
"10247","Lucky (2011)","/movies/?id=lucky2011.htm",8564,"Phase 4","July","Comedy",103,"R",NA,NA,147898,639171
"10248","The Mystery of Happiness","/movies/?id=mysteryofhappiness.htm",8528,"Strand","September","Foreign",92,"Unrated",NA,NA,NA,8792
"10249","I Was a Jewish Sex Worker","/movies/?id=iwasajewishsexworker.htm",8526,"Greycat","April","Unknown",75,"Unrated",NA,NA,NA,98405
"10250","The Quitter","/movies/?id=quitter.htm",8512,"Old Glove Productions","September","Comedy / Drama",85,"Unrated",NA,NA,NA,1244
"10251","Cartas a Elena","/movies/?id=cartasaelena.htm",8511,"Freestyle Releasing","June","Foreign",92,"PG",NA,NA,NA,16230
"10252","Zero Day","/movies/?id=zeroday.htm",8466,"Avatar","September","Unknown",92,"Unrated",NA,NA,NA,181601
"10253","Another Happy Day","/movies/?id=anotherhappyday.htm",8464,"Phase 4","November","Drama",115,"R",NA,NA,NA,128468
"10254","Canopy","/movies/?id=canopy.htm",8462,"Monterey Media, Inc.","August","Adventure",84,"PG-13",NA,NA,NA,233499
"10255","Salvador Allende","/movies/?id=salvadorallende.htm",8454,"Icarus Films","September","Documentary",100,"Unrated",NA,NA,NA,26849
"10256","Goodbye Momo","/movies/?id=goodbyemomo.htm",8453,"Artmattan Prods.","April","Foreign",90,"Unrated",NA,NA,NA,215
"10257","The Snowtown Murders","/movies/?id=snowtown.htm",8452,"IFC","March","Thriller",120,"Unrated",NA,"Justin Kurzel",NA,63641
"10258","Blind Date (2009)","/movies/?id=blinddate09.htm",8449,"Variance Films","September","Drama",80,"Unrated",NA,"Stanley Tucci",NA,18614
"10259","The Eyes","/movies/?id=theeyes.htm",8448,"Parade Deck Films","April","Thriller",95,"Unrated",NA,NA,NA,1160676
"10260","Almost Human","/movies/?id=almosthuman.htm",8447,"IFC","February","Sci-Fi Horror",80,"Unrated",NA,NA,NA,692456
"10261","The Institute","/movies/?id=institute.htm",8445,"Argot Pictures","October","Documentary",92,"Unrated",NA,NA,NA,762024
"10262","We Are the Flesh","/movies/?id=wearetheflesh.htm",8438,"Arrow Films","January","Horror",79,"Unrated",NA,NA,NA,64756
"10263","Hello Herman","/movies/?id=helloherman.htm",8437,"Freestyle Releasing","June","Drama",85,"Unrated",NA,NA,NA,326334
"10264","Red Hollywood","/movies/?id=redhollywood.htm",8426,"Cinema Guild","August","Documentary",118,"Unrated",NA,NA,NA,474683
"10265","Love is in the Air","/movies/?id=loveisintheair.htm",8425,"Focus Features","January","Foreign",96,"Unrated",NA,NA,NA,6899492
"10266","Glastonbury","/movies/?id=glastonbury.htm",8419,"ThinkFilm","February","Documentary",138,"R",NA,NA,NA,50133
"10267","Dreams of a Life","/movies/?id=dreamsofalife.htm",8405,"Strand","August","Documentary",95,"Unrated",NA,NA,NA,404745
"10268","The Happy Sad","/movies/?id=happysad.htm",8395,"The Happy Sad LLC","August","Drama",87,"Unrated",NA,NA,NA,1060
"10269","Downloaded","/movies/?id=downloaded.htm",8377,"Abramorama","June","Documentary",106,"Unrated",NA,NA,NA,135217
"10270","Counting","/movies/?id=counting.htm",8374,"Cinema Guild","July","Documentary",111,"Unrated",NA,"Jem Cohen",NA,14471
"10271","The Rising Place","/movies/?id=risingplace.htm",8360,"Flatland","November","Unknown",93,"PG-13",NA,NA,NA,14945
"10272","Stealing America: Vote by Vote","/movies/?id=stealingamerica.htm",8350,"Direct Cinema Limited","August","Documentary",90,"Unrated",NA,NA,NA,314
"10273","Eternity the Movie","/movies/?id=eternitythemovie.htm",8350,"Indican","October","Comedy",91,"Unrated",NA,NA,NA,22582
"10274","Gringo Trails","/movies/?id=gringotrails.htm",8349,"Icarus Films","April","Documentary",79,"Unrated",NA,NA,NA,11033
"10275","A Teacher","/movies/?id=ateacher.htm",8348,"Oscilloscope Pictures","September","Drama",75,"Unrated",NA,NA,NA,1886459
"10276","Summer in Berlin","/movies/?id=summerinberlin.htm",8340,"D Street Releasing","March","Foreign",105,"Unrated",NA,NA,NA,65450
"10277","Ill Gotten Gains","/movies/?id=illgottengains.htm",8329,"Spats Films","September","Unknown",101,"R",NA,NA,NA,4462687
"10278","Natasha","/movies/?id=natasha.htm",8325,"Menemsha","April","Drama",93,"Unrated",NA,NA,NA,16463
"10279","Winter of Frozen Dreams","/movies/?id=winteroffrozendreams.htm",8321,"Monterey Media, Inc.","April","Thriller",NA,"R",NA,NA,NA,1320
"10280","Mr. Chibbs","/movies/?id=mrchibbs.htm",8302,"Abramorama","May","Documentary",86,"Not Yet Rated",NA,NA,NA,4787
"10281","Grace (2009)","/movies/?id=grace09.htm",8297,"Anchor Bay Films","August","Horror",85,"R",NA,NA,116,688611
"10282","Yonkers Joe","/movies/?id=yonkersjoe.htm",8286,"Magnolia","January","Crime Drama",102,"R",NA,NA,NA,5980
"10283","We Are Twisted F***ing Sister!","/movies/?id=wearetwistedfingsiste!.htm",8277,"Music Box Films","February","Documentary",135,"Unrated",NA,NA,NA,29454
"10284","Life Partners","/movies/?id=lifepartners2014.htm",8265,"Magnolia","December","Romantic Comedy",93,"R",NA,NA,NA,4197234
"10285","Aliyah","/movies/?id=aliyah.htm",8253,"Film Movement","June","Foreign",90,"Unrated",NA,NA,NA,19266
"10286","Mojave","/movies/?id=mojave.htm",8253,"A24","January","Thriller",93,"R",NA,"William Monahan",NA,369762
"10287","The Girl in the Book","/movies/?id=girlinthebook.htm",8245,"Freestyle Releasing","December","Drama",88,"Unrated",NA,NA,NA,3850081
"10288","Empty Hours","/movies/?id=emptyhours.htm",8244,"Strand","July","Foreign",100,"Unrated",NA,NA,NA,62769
"10289","Korkoro","/movies/?id=korkoro.htm",8242,"Lorber Films","March","Foreign",111,"Unrated",NA,NA,NA,38185
"10290","Silicon Cowboys","/movies/?id=siliconcowboys.htm",8239,"FilmRise","September","Documentary",77,"Unrated",NA,NA,NA,75428
"10291","The Innocent Sleep","/movies/?id=innocentsleep.htm",8225,"Castle Hill","June","Crime Drama",110,"R",NA,NA,NA,163
"10292","My Brother's Wedding (re-issue)","/movies/?id=mybrotherswedding.htm",8217,"Milestone","September","Drama",82,"Unrated",NA,NA,NA,10037054
"10293","A Fool (Yi ge shao zi)","/movies/?id=afool.htm",8212,"China Lion","November","Comedy / Drama",103,"Unrated",NA,NA,NA,5353
"10294","Gladiators of Rome","/movies/?id=gladiatorsofrome.htm",8201,"Viva Pictures Distribution","November","Animation",94,"PG",NA,NA,NA,278468
"10295","Jellyfish Eyes","/movies/?id=jellyfisheyes.htm",8176,"Janus Films","July","Fantasy",101,"Unrated",NA,"Takashi Murakami",NA,118126
"10296","Anatahan (2017 re-release)","/movies/?id=anatahan2017.htm",8171,"Kino Lorber","February","War",92,"Unrated",NA,NA,NA,8550
"10297","Suspended Animation","/movies/?id=suspendedanimation.htm",8169,"First Run","October","Unknown",114,"Unrated",NA,NA,NA,3819
"10298","Weirdsville","/movies/?id=weirdsville.htm",8161,"Magnolia","October","Crime Comedy",90,"R",NA,NA,NA,111396
"10299","Little Fish","/movies/?id=littlefish.htm",8148,"First Look","February","Crime Thriller",114,"R",NA,NA,NA,56938
"10300","Argento's Dracula 3D","/movies/?id=dracula3d.htm",8139,"IFC","October","Horror",106,"Unrated",NA,"Dario Argento",NA,532323
"10301","Twist of Faith","/movies/?id=twistoffaith.htm",8129,"Artistic License","July","Documentary",87,"Unrated",NA,"Kirby Dick",NA,143257
"10302","Loren Cass","/movies/?id=lorencass.htm",8125,"Kino","July","Drama",83,"Unrated",NA,NA,NA,6868
"10303","What's In a Name?","/movies/?id=whatsinaname.htm",8111,"Under the Milky Way","December","Foreign",NA,"Unrated",NA,NA,NA,54141
"10304","From Nowhere","/movies/?id=fromnowhere.htm",8109,"FilmRise","February","Drama",89,"Not Yet Rated",NA,NA,NA,23682
"10305","The Intended","/movies/?id=intended.htm",8106,"IFC","June","Period Drama",109,"Unrated",NA,NA,NA,1860
"10306","Restless City","/movies/?id=restlesscity.htm",8100,"AFFRM","April","Drama",76,"R",NA,NA,NA,23581
"10307","La Maison De La Radio","/movies/?id=lamaisondelaradio.htm",8095,"Kino Lorber","September","Documentary",99,"Unrated",NA,NA,NA,11623
"10308","Next Year Jerusalem","/movies/?id=nextyearjerusalem.htm",8093,"First Run","May","Documentary",72,"Unrated",NA,NA,NA,144456
"10309","Pawn Shop Chronicles","/movies/?id=pawnshopchronicles.htm",8088,"Anchor Bay Films","July","Action Comedy",112,"R",NA,"Wayne Kramer",NA,1320519
"10310","Games of Love and Chance (L'Esquive)","/movies/?id=gamesofloveandchance.htm",8085,"New Yorker","August","Foreign",117,"Unrated",NA,NA,NA,10964
"10311","In the Mirror of Maya Deren","/movies/?id=inthemirrorofmayaderen.htm",8077,"Zeitgeist","January","Unknown",103,"Unrated",NA,NA,NA,14235
"10312","Golden Kingdom","/movies/?id=goldenkingdom.htm",8077,"Kino Lorber","June","Drama",103,"Unrated",NA,NA,NA,11651
"10313","The Other Side","/movies/?id=theotherside.htm",8074,"Film Movement","May","Documentary",92,"Unrated",NA,NA,NA,1219826
"10314","Spinning Into Butter","/movies/?id=spinningintobutter.htm",8064,"Screen Media","March","Drama",89,"R",NA,NA,NA,6864
"10315","I Sell the Dead","/movies/?id=isellthedead.htm",8050,"IFC","August","Horror Comedy",85,"Unrated",NA,NA,NA,374338
"10316","16 Years of Alcohol","/movies/?id=16yearsofalcohol.htm",8046,"Tartan","March","Drama",102,"R",NA,NA,NA,1384
"10317","Fall to Grace","/movies/?id=falltograce.htm",8043,"Truly Indie","June","Drama",87,"Unrated",NA,NA,NA,2601
"10318","No Turning Back","/movies/?id=noturningback.htm",8042,"Innovation Film Group","June","Unknown",98,"R",NA,NA,NA,248018
"10319","Every Thing Will be Fine","/movies/?id=everythingwillbefine.htm",8034,"IFC","December","Drama",118,"Unrated",NA,"Wim Wenders",NA,436848
"10320","Reunion","/movies/?id=reunion09.htm",8030,"Abramorama","March","Drama",90,"Unrated",NA,NA,NA,65702
"10321","The Iron Man","/movies/?id=theironman.htm",8025,"Unknown","July","Comedy",NA,"Unrated",NA,NA,NA,2103894
"10322","Steak (R)evolution","/movies/?id=steakrevolution.htm",8025,"Kino Lorber","July","Documentary",135,"Unrated",NA,NA,NA,41677
"10323","Straight Outta Tompkins","/movies/?id=straightouttatompkins.htm",8022,"Indican","March","Drama",91,"Unrated",NA,NA,NA,17812
"10324","Wrecked","/movies/?id=wrecked.htm",8020,"IFC","April","Thriller",89,"R",NA,NA,NA,117135
"10325","The Scoundrel's Wife","/movies/?id=scoundrelswife.htm",8018,"Miracle Film Distribution","February","Unknown",99,"R",NA,NA,NA,3986
"10326","Occupation: Dreamland","/movies/?id=occupationdreamland.htm",8018,"Rumur Releasing","September","Documentary",79,"Unrated",NA,NA,NA,13294
"10327","Brothers in Trouble","/movies/?id=brothersintrouble.htm",8000,"First Run","May","Unknown",102,"Unrated",NA,NA,NA,5909482
"10328","Scorched","/movies/?id=scorched.htm",8000,"Neverland","August","Unknown",91,"PG-13",7,NA,NA,21893
"10329","The Other Conquest (re-issue)","/movies/?id=otherconquest07.htm",8000,"Union Station","May","Foreign",105,"R",NA,NA,NA,54381
"10330","Talent Has Hunger","/movies/?id=talenthashunger.htm",7998,"First Run","March","Documentary",82,"Unrated",NA,NA,NA,3416
"10331","All About Evil","/movies/?id=allaboutevil.htm",7995,"Peaches Christ","July","Horror Comedy",NA,"Unrated",NA,NA,NA,80086
"10332","Eleven Minutes","/movies/?id=elevenminutes.htm",7986,"Regent Releasing","February","Documentary",103,"Unrated",NA,NA,NA,220314
"10333","One Small Hitch","/movies/?id=onesmallhitch.htm",7965,"Freestyle Releasing","February","Romantic Comedy",105,"Unrated",NA,NA,NA,773079
"10334","Stolen (2010)","/movies/?id=stolen2010.htm",7943,"IFC","March","Thriller",90,"R",NA,NA,40,35137
"10335","A Decent Factory","/movies/?id=decentfactory.htm",7925,"Icarus Films","June","Documentary",79,"Unrated",NA,NA,NA,4145
"10336","Mugabe and the White African","/movies/?id=mugabe.htm",7924,"First Run","July","Documentary",94,"Unrated",NA,NA,NA,78593
"10337","Portrait of a Garden","/movies/?id=portraitofagarden.htm",7914,"Grasshopper Film","October","Documentary",98,"Unrated",NA,NA,NA,341
"10338","Kilo Two Bravo","/movies/?id=kilotwobravo.htm",7891,"Honorara Productions","November","Drama",108,"Unrated",NA,NA,NA,197313
"10339","The Babymakers","/movies/?id=babymakers.htm",7889,"Millennium Ent.","August","Comedy",95,"R",NA,"Jay Chandrasekhar",NA,257785
"10340","Nothing Left to Fear","/movies/?id=nothingtofear.htm",7886,"Anchor Bay Films","October","Horror",100,"R",NA,NA,NA,6765238
"10341","Coastlines","/movies/?id=coastlines.htm",7883,"IFC","May","Crime Drama",119,"R",NA,"Victor Nunez",NA,11790
"10342","Rigor Mortis","/movies/?id=rigormortis.htm",7865,"Well Go USA","June","Foreign / Horror",100,"Unrated",NA,NA,NA,1286502
"10343","Zenith","/movies/?id=zenith.htm",7862,"Cinema Purgatorio","October","Sci-Fi",93,"Unrated",NA,NA,NA,48393
"10344","The Prince of Central Park","/movies/?id=princeofcentralpark.htm",7838,"Keystone","September","Unknown",109,"PG-13",NA,NA,NA,3455
"10345","Roadie (2012)","/movies/?id=roadie2012.htm",7825,"Magnolia","January","Drama",96,"R",NA,"Michael Cuesta",204,15237
"10346","Photographic Memory","/movies/?id=photographicmemory.htm",7822,"First Run","October","Documentary",87,"Unrated",NA,NA,NA,28112
"10347","The Great Man","/movies/?id=thegreatman.htm",7814,"Distrib Films","August","Drama",107,"Unrated",NA,NA,NA,1164
"10348","Archipelago","/movies/?id=archipelago.htm",7791,"Kino Lorber","June","Drama",114,"Unrated",NA,NA,NA,22073
"10349","Faith Connections","/movies/?id=faithconnections.htm",7772,"Kino Lorber","September","Documentary",115,"Unrated",NA,NA,NA,48209
"10350","Zerophilia","/movies/?id=zerophilia.htm",7763,"Microangelo Entertainment","October","Comedy",90,"Unrated",NA,NA,NA,322461
"10351","Kill Your Idols","/movies/?id=killyouridols.htm",7753,"Palm","July","Documentary",75,"Unrated",NA,NA,NA,88003
"10352","And While We Were Here","/movies/?id=andwhilewewerehere.htm",7750,"Well Go USA","September","Romance",84,"R",NA,NA,NA,7466262
"10353","Come Back to Me","/movies/?id=comebacktome.htm",7744,"Freestyle Releasing","July","Horror",90,"R",NA,NA,NA,517001
"10354","The Riot Club","/movies/?id=riotclub.htm",7734,"IFC","March","Drama / Thriller",107,"R",NA,"Lone Scherfig",NA,1027050
"10355","A Walk to Beautiful","/movies/?id=walktobeautiful.htm",7718,"Engel Entertainment","February","Documentary",85,"Unrated",NA,NA,NA,5720
"10356","Maurizio Cattelan: Be Right Back","/movies/?id=mauriziocattelan.htm",7706,"Bond/360","April","Documentary",95,"Unrated",NA,NA,NA,13562
"10357","The Man of My Life","/movies/?id=manofmylife.htm",7704,"Strand","September","Foreign",112,"Unrated",NA,NA,NA,39957
"10358","I Don't Belong Anywhere: The Cinema of Chantal Akerman","/movies/?id=idontbelonganywhere.htm",7703,"Icarus Films","March","Documentary",67,"Unknown",NA,NA,NA,8701
"10359","With All Deliberate Speed","/movies/?id=withalldeliberatespeed.htm",7690,"Empire","May","Unknown",60,"Unrated",NA,NA,NA,9309
"10360","The Last of the High Kings","/movies/?id=lastofthehighkings.htm",7682,"Miramax","April","Unknown",102,"R",NA,NA,NA,38132
"10361","Iceman (2014)","/movies/?id=iceman2014.htm",7679,"Well Go USA","September","Foreign / Action",105,"R",NA,NA,1910,817718
"10362","El Sueno del Regreso","/movies/?id=elsuenodelregresso.htm",7668,"Aloha Releasing","March","Foreign",100,"Unrated",NA,NA,NA,3416
"10363","The Whore's Son","/movies/?id=whoresson.htm",7656,"Picture This!","April","Foreign",86,"Unrated",NA,NA,NA,18877
"10364","Masai: The Rain Warriors","/movies/?id=masai.htm",7650,"Artmattan Prods.","October","Foreign",94,"Unrated",NA,NA,NA,3199
"10365","Last Days Here","/movies/?id=lastdayshere.htm",7643,"IFC","March","Documentary",91,"Unrated",NA,NA,NA,160291
"10366","Jazz in the Diamond District","/movies/?id=jazzinthediamonddistrict.htm",7634,"Truly Indie","April","Music Drama",79,"R",NA,NA,NA,3994
"10367","Wasabi Tuna","/movies/?id=wasabituna.htm",7631,"Cafe Entertainment Studio","May","Unknown",92,"R",NA,NA,NA,7843
"10368","King of Devil's Island","/movies/?id=kingofdevilsisland.htm",7615,"Film Movement","November","Foreign",120,"Unrated",NA,NA,NA,125578
"10369","The President","/movies/?id=thepresident.htm",7578,"Corinth Films","June","Drama",119,"Unrated",NA,NA,NA,141391
"10370","Area 51","/movies/?id=area51.htm",7556,"Paramount Insurge","May","Horror",91,"R",NA,"Oren Peli",NA,9681193
"10371","Controlled Chaos","/movies/?id=controlledchaos.htm",7549,"Reliance Films","June","Comedy",92,"R",NA,NA,NA,486614
"10372","Tales from the Script","/movies/?id=talesfromthescript.htm",7535,"First Run","March","Documentary",105,"Unrated",NA,NA,NA,14204
